units_sold,discount_applied,revenue,clicks,impressions,conversion_rate,category,region,ad_ctr,ad_cpc,ad_spend,transaction_date_update
213,0.05,1716.16,16,139,0.12,Electronics,North America,0.0438,0.6,26.28,Dec-2023
157,0.06,230.15,8,156,0.05,Toys,Asia,0.1017,1.15,116.95,May-2024
150,0.12,323.8,14,93,0.15,Books,Europe,0.1685,0.56,94.36,Nov-2024
135,0.08,754.34,42,248,0.17,Books,Asia,0.0214,1.69,36.17,Apr-2024
154,0.1,90.96,40,175,0.23,Toys,Asia,0.016,0.67,10.72,May-2024
212,0.1,593.97,12,195,0.06,Electronics,North America,0.0313,1.11,34.74,Nov-2024
209,0.19,170.4,39,45,0.87,Electronics,North America,0.0721,0.14,10.09,Apr-2024
157,0.17,203.22,32,76,0.42,Toys,Asia,0.0458,0.93,42.59,Oct-2024
142,0.08,819.53,33,352,0.09,Home Appliances,Asia,0.0348,1.42,49.42,Feb-2024
149,0.21,857.96,44,172,0.26,Clothing,Asia,0.0252,1.08,27.22,Jan-2024
201,0.27,106.4,28,442,0.06,Toys,North America,0.1909,1.19,227.17,Feb-2024
162,0.24,23.73,33,32,1.03,Clothing,Europe,0.0556,0.6,33.36,Nov-2024
149,0.19,446.0,18,179,0.1,Books,Europe,0.0967,0.51,49.32,Dec-2024
193,0.02,456.88,42,108,0.39,Clothing,North America,0.0134,1.66,22.24,May-2024
173,0.09,280.86,44,203,0.22,Toys,Europe,0.1189,0.7,83.23,Sep-2024
141,0.23,457.27,42,63,0.67,Home Appliances,Asia,0.0322,1.99,64.08,Oct-2024
174,0.01,30.99,46,473,0.1,Books,North America,0.1906,1.35,257.31,Mar-2024
164,0.27,1189.4,48,243,0.2,Electronics,Asia,0.1692,1.55,262.26,Apr-2024
142,0.18,85.78,37,421,0.09,Home Appliances,Asia,0.1894,1.77,335.24,Nov-2024
182,0.16,318.96,24,401,0.06,Home Appliances,North America,0.0252,1.49,37.55,Feb-2024
155,0.12,215.36,19,166,0.11,Toys,Asia,0.0764,0.57,43.55,Mar-2024
158,0.1,1691.35,38,329,0.12,Toys,Asia,0.1216,1.58,192.13,Dec-2023
162,0.03,207.47,38,381,0.1,Electronics,Asia,0.0766,0.3,22.98,Jan-2024
149,0.18,461.2,23,436,0.05,Books,Europe,0.1653,0.38,62.81,Jan-2024
172,0.14,545.02,21,436,0.05,Toys,Europe,0.1124,0.48,53.95,Sep-2024
165,0.09,875.02,31,173,0.18,Clothing,Europe,0.183,0.15,27.45,Mar-2024
155,0.16,82.86,17,401,0.04,Toys,Asia,0.1331,0.91,121.12,Jul-2024
176,0.12,783.01,4,380,0.01,Books,North America,0.0249,0.39,9.71,Apr-2024
179,0.28,508.52,34,107,0.32,Electronics,Europe,0.0414,1.66,68.72,Aug-2024
164,0.24,796.24,0,229,0.0,Electronics,Asia,0.1238,1.94,240.17,Jan-2024
185,0.08,790.68,5,435,0.01,Home Appliances,North America,0.1795,1.31,235.14,Sep-2024
155,0.1,386.75,35,126,0.28,Home Appliances,Europe,0.0688,1.88,129.34,Oct-2024
135,0.17,290.54,0,85,0.0,Books,Asia,0.1809,0.13,23.52,Dec-2023
185,0.22,265.2,46,221,0.21,Home Appliances,North America,0.104,0.92,95.68,Oct-2024
197,0.13,1731.54,21,222,0.09,Clothing,North America,0.0335,1.23,41.2,Jun-2024
203,0.04,959.04,33,45,0.73,Toys,North America,0.0605,0.18,10.89,Mar-2024
179,0.26,300.14,46,312,0.15,Electronics,Europe,0.052,0.96,49.92,Dec-2024
187,0.27,80.46,36,137,0.26,Home Appliances,North America,0.0163,0.83,13.53,Sep-2024
163,0.04,380.32,37,173,0.21,Clothing,Europe,0.0265,1.92,50.88,Dec-2023
212,0.12,243.3,0,184,0.0,Electronics,North America,0.0143,0.9,12.87,Dec-2023
159,0.03,619.74,26,481,0.05,Home Appliances,Europe,0.1475,1.62,238.95,May-2024
197,0.21,1114.63,2,21,0.1,Clothing,North America,0.0695,0.15,10.42,Oct-2024
178,0.13,84.04,12,27,0.44,Books,North America,0.0819,0.8,65.52,Sep-2024
159,0.16,1176.71,20,169,0.12,Home Appliances,Europe,0.0141,1.63,22.98,Jun-2024
172,0.27,230.54,30,358,0.08,Toys,Europe,0.1419,1.71,242.65,Jun-2024
180,0.05,274.59,32,221,0.14,Electronics,Europe,0.0356,0.56,19.94,Jun-2024
149,0.25,369.93,21,54,0.39,Books,Europe,0.1719,0.69,118.61,Sep-2024
180,0.18,1243.09,43,401,0.11,Books,North America,0.1753,0.85,149.0,Oct-2024
143,0.1,422.23,7,236,0.03,Home Appliances,Asia,0.0694,1.41,97.85,Aug-2024
198,0.18,1042.74,39,322,0.12,Clothing,North America,0.0265,1.45,38.43,Jul-2024
154,0.27,1338.12,15,223,0.07,Clothing,Asia,0.1061,1.76,186.74,Feb-2024
183,0.0,1469.07,3,36,0.08,Electronics,Europe,0.0631,0.72,45.43,Jun-2024
169,0.2,366.82,6,483,0.01,Clothing,Europe,0.1207,0.58,70.01,Sep-2024
150,0.17,364.74,39,398,0.1,Clothing,Asia,0.1533,0.8,122.64,Aug-2024
216,0.15,59.92,32,217,0.15,Electronics,North America,0.1686,1.08,182.09,Aug-2024
143,0.12,411.22,31,88,0.35,Home Appliances,Asia,0.0988,0.67,66.2,Jul-2024
206,0.12,203.81,31,383,0.08,Toys,North America,0.1181,1.58,186.6,Dec-2023
189,0.03,780.9,37,343,0.11,Home Appliances,North America,0.0323,0.22,7.11,Jul-2024
179,0.16,82.5,48,364,0.13,Books,North America,0.1007,0.83,83.58,Jan-2024
197,0.16,691.77,47,126,0.37,Clothing,North America,0.1108,1.17,129.64,Aug-2024
182,0.3,26.28,39,328,0.12,Electronics,Europe,0.0253,1.24,31.37,May-2024
159,0.27,949.41,38,480,0.08,Toys,Asia,0.1171,0.86,100.71,May-2024
138,0.04,36.31,8,434,0.02,Books,Asia,0.1936,0.65,125.84,Jul-2024
150,0.22,377.22,8,226,0.04,Clothing,Asia,0.0619,1.09,67.47,Apr-2024
183,0.05,896.44,3,382,0.01,Electronics,Europe,0.0964,0.23,22.17,Aug-2024
161,0.2,1444.0,39,290,0.13,Home Appliances,Europe,0.0998,0.32,31.94,Jun-2024
159,0.25,647.01,46,115,0.4,Toys,Asia,0.0654,0.27,17.66,Sep-2024
154,0.26,1300.74,40,82,0.49,Clothing,Asia,0.176,1.91,336.16,Jun-2024
165,0.29,305.7,41,23,1.78,Electronics,Asia,0.1562,1.89,295.22,Oct-2024
161,0.24,497.5,2,325,0.01,Home Appliances,Europe,0.1723,0.41,70.64,Apr-2024
179,0.03,449.46,17,14,1.21,Books,North America,0.046,1.33,61.18,Jul-2024
147,0.13,366.68,0,496,0.0,Home Appliances,Asia,0.0214,0.41,8.77,May-2024
154,0.19,239.4,6,185,0.03,Clothing,Asia,0.0861,0.95,81.79,Apr-2024
178,0.22,784.87,3,183,0.02,Toys,Europe,0.1421,1.05,149.21,Apr-2024
183,0.3,227.51,20,186,0.11,Electronics,Europe,0.1253,0.91,114.02,Mar-2024
140,0.04,401.7,33,35,0.94,Books,Asia,0.1949,0.36,70.16,Jan-2024
200,0.02,744.61,6,315,0.02,Clothing,North America,0.0749,1.7,127.33,Jun-2024
174,0.15,423.39,49,210,0.23,Toys,Europe,0.1787,0.25,44.68,Sep-2024
206,0.21,387.66,39,261,0.15,Toys,North America,0.0712,1.11,79.03,Apr-2024
168,0.18,479.43,47,379,0.12,Electronics,Asia,0.0891,0.56,49.9,Oct-2024
180,0.07,267.28,23,237,0.1,Books,North America,0.0838,0.92,77.1,Feb-2024
140,0.09,431.45,27,116,0.23,Books,Asia,0.0246,0.84,20.66,Dec-2023
162,0.28,1403.14,24,489,0.05,Home Appliances,Europe,0.0912,1.3,118.56,Feb-2024
183,0.0,1980.2,0,23,0.0,Books,North America,0.0334,1.16,38.74,Nov-2024
166,0.29,217.52,2,185,0.01,Electronics,Asia,0.1459,0.26,37.93,Mar-2024
209,0.05,1190.47,44,146,0.3,Toys,North America,0.0905,0.19,17.19,Oct-2024
138,0.05,404.92,24,200,0.12,Books,Asia,0.108,0.75,81.0,Jan-2024
182,0.16,187.06,45,346,0.13,Electronics,Europe,0.1915,1.49,285.33,Mar-2024
147,0.3,188.12,12,55,0.22,Home Appliances,Asia,0.0646,1.73,111.76,Apr-2024
151,0.23,378.59,38,340,0.11,Books,Europe,0.0216,1.6,34.56,Feb-2024
221,0.06,1534.68,4,265,0.02,Electronics,North America,0.1566,0.83,129.98,May-2024
159,0.15,9.92,3,78,0.04,Toys,Asia,0.0729,1.68,122.47,Jan-2024
154,0.1,265.75,24,449,0.05,Clothing,Asia,0.0124,0.37,4.59,Oct-2024
160,0.27,145.1,25,149,0.17,Home Appliances,Europe,0.1078,1.65,177.87,Jan-2024
161,0.04,145.52,21,168,0.12,Home Appliances,Europe,0.0275,0.3,8.25,Dec-2023
161,0.08,411.42,24,280,0.09,Toys,Asia,0.1943,0.82,159.33,Jun-2024
182,0.15,347.22,5,251,0.02,Books,North America,0.0657,0.91,59.79,Aug-2024
182,0.18,747.59,37,90,0.41,Books,North America,0.0857,1.05,89.98,Apr-2024
200,0.22,696.65,25,224,0.11,Clothing,North America,0.148,0.88,130.24,Mar-2024
192,0.06,801.05,4,132,0.03,Home Appliances,North America,0.1388,0.16,22.21,Jan-2024
156,0.02,917.16,33,47,0.7,Books,Europe,0.1578,1.56,246.17,Dec-2023
161,0.19,202.29,1,49,0.02,Home Appliances,Europe,0.1823,1.71,311.73,Apr-2024
157,0.19,1105.75,40,407,0.1,Books,Europe,0.0573,1.95,111.73,Jun-2024
164,0.24,612.25,26,380,0.07,Home Appliances,Europe,0.0862,0.59,50.86,Nov-2024
223,0.16,1632.66,29,353,0.08,Electronics,North America,0.0503,0.18,9.05,Sep-2024
183,0.24,721.54,2,131,0.02,Books,North America,0.087,1.38,120.06,Aug-2024
141,0.09,566.15,32,271,0.12,Books,Asia,0.0201,1.66,33.37,Jan-2024
155,0.22,674.12,46,19,2.42,Books,Europe,0.0721,1.51,108.87,Jul-2024
188,0.16,466.47,26,379,0.07,Electronics,Europe,0.021,1.29,27.09,Jul-2024
164,0.22,899.22,42,85,0.49,Home Appliances,Europe,0.0707,1.42,100.39,Jul-2024
141,0.11,328.3,4,41,0.1,Books,Asia,0.0883,1.44,127.15,Sep-2024
161,0.22,59.12,8,104,0.08,Home Appliances,Europe,0.0826,0.77,63.6,Mar-2024
171,0.16,334.25,31,299,0.1,Electronics,Asia,0.121,1.11,134.31,Jun-2024
156,0.12,231.79,43,434,0.1,Clothing,Asia,0.1201,0.1,12.01,Feb-2024
141,0.25,373.56,49,434,0.11,Books,Asia,0.1012,1.94,196.33,Feb-2024
182,0.1,211.48,32,105,0.3,Books,North America,0.0392,0.16,6.27,Jan-2024
204,0.21,360.9,1,63,0.02,Clothing,North America,0.053,1.78,94.34,Jun-2024
186,0.25,121.2,28,292,0.1,Electronics,Europe,0.1346,0.68,91.53,Sep-2024
150,0.23,289.83,48,86,0.56,Home Appliances,Asia,0.1143,1.44,164.59,Dec-2023
219,0.28,38.53,37,86,0.43,Electronics,North America,0.0904,0.39,35.26,Apr-2024
166,0.24,1216.7,30,126,0.24,Home Appliances,Europe,0.1001,1.87,187.19,Mar-2024
213,0.22,443.92,11,266,0.04,Toys,North America,0.0704,1.93,135.87,Oct-2024
157,0.19,971.27,33,375,0.09,Books,Europe,0.0564,1.99,112.24,Feb-2024
162,0.04,327.81,0,456,0.0,Toys,Asia,0.0802,1.39,111.48,Oct-2024
148,0.04,98.11,23,433,0.05,Home Appliances,Asia,0.1992,0.69,137.45,Mar-2024
166,0.08,1448.6,0,298,0.0,Home Appliances,Europe,0.1179,1.91,225.19,Jul-2024
221,0.16,521.61,18,321,0.06,Electronics,North America,0.1782,0.32,57.02,Dec-2024
144,0.11,805.59,27,490,0.06,Books,Asia,0.0476,0.74,35.22,Aug-2024
195,0.03,1359.81,6,235,0.03,Home Appliances,North America,0.1153,0.73,84.17,Oct-2024
201,0.15,25.07,10,21,0.48,Clothing,North America,0.011,1.45,15.95,Sep-2024
190,0.02,1065.38,19,485,0.04,Electronics,Europe,0.1005,0.84,84.42,Jun-2024
179,0.17,515.65,21,223,0.09,Toys,Europe,0.168,0.69,115.92,Nov-2024
170,0.22,342.76,14,399,0.04,Clothing,Europe,0.1181,1.71,201.95,Mar-2024
180,0.13,213.6,23,81,0.28,Toys,Europe,0.046,1.96,90.16,Sep-2024
212,0.0,503.12,0,274,0.0,Toys,North America,0.181,0.38,68.78,Feb-2024
173,0.04,1348.82,13,300,0.04,Clothing,Europe,0.1195,1.14,136.23,Feb-2024
224,0.24,1221.35,34,164,0.21,Electronics,North America,0.101,1.53,154.53,Oct-2024
148,0.14,244.29,8,152,0.05,Home Appliances,Asia,0.1066,1.65,175.89,Sep-2024
196,0.08,161.26,22,305,0.07,Home Appliances,North America,0.0941,0.63,59.28,Jul-2024
162,0.28,299.14,2,395,0.01,Toys,Asia,0.0167,1.93,32.23,Jul-2024
172,0.01,577.19,20,412,0.05,Electronics,Asia,0.027,0.29,7.83,Jun-2024
165,0.2,877.06,1,308,0.0,Toys,Asia,0.1068,0.68,72.62,Jan-2024
205,0.12,1160.12,9,291,0.03,Clothing,North America,0.1022,1.07,109.35,Sep-2024
152,0.29,807.18,2,463,0.0,Home Appliances,Asia,0.1052,1.5,157.8,Mar-2024
172,0.09,1356.13,37,80,0.46,Electronics,Asia,0.1239,1.45,179.65,Jan-2024
157,0.27,691.24,34,55,0.62,Clothing,Asia,0.1077,1.19,128.16,Jan-2024
157,0.08,806.21,36,304,0.12,Clothing,Asia,0.1798,0.91,163.62,Jul-2024
156,0.03,291.24,4,455,0.01,Books,Europe,0.1727,1.78,307.41,Apr-2024
205,0.02,335.78,19,149,0.13,Clothing,North America,0.039,0.5,19.5,Jul-2024
149,0.3,59.89,17,309,0.06,Home Appliances,Asia,0.1907,0.77,146.84,Feb-2024
143,0.22,449.75,26,275,0.09,Books,Asia,0.1641,1.12,183.79,Feb-2024
187,0.19,174.83,22,360,0.06,Electronics,Europe,0.1632,0.79,128.93,May-2024
156,0.02,456.61,37,421,0.09,Clothing,Asia,0.0809,0.72,58.25,Dec-2023
159,0.26,905.4,3,231,0.01,Clothing,Asia,0.0701,0.46,32.25,Oct-2024
163,0.04,244.33,26,483,0.05,Toys,Asia,0.1877,1.19,223.36,Oct-2024
157,0.22,721.77,9,116,0.08,Books,Europe,0.1176,1.74,204.62,Oct-2024
197,0.25,1169.79,39,244,0.16,Home Appliances,North America,0.1064,1.1,117.04,Nov-2024
187,0.08,455.52,40,10,4.0,Electronics,Europe,0.1487,0.59,87.73,Dec-2023
213,0.06,537.91,31,264,0.12,Toys,North America,0.0263,1.49,39.19,Oct-2024
196,0.21,1151.44,39,435,0.09,Home Appliances,North America,0.0372,1.79,66.59,Jul-2024
175,0.23,951.19,27,374,0.07,Clothing,Europe,0.0844,0.45,37.98,Aug-2024
164,0.15,253.66,30,137,0.22,Toys,Asia,0.1349,0.13,17.54,May-2024
226,0.15,830.97,17,105,0.16,Electronics,North America,0.1554,1.73,268.84,Oct-2024
160,0.11,254.65,24,83,0.29,Books,Europe,0.0234,1.46,34.16,Feb-2024
144,0.13,705.29,25,113,0.22,Books,Asia,0.1203,1.97,236.99,Nov-2024
216,0.08,408.15,25,248,0.1,Toys,North America,0.0212,1.96,41.55,Nov-2024
204,0.25,109.54,38,200,0.19,Clothing,North America,0.0151,0.19,2.87,Sep-2024
183,0.23,745.95,20,391,0.05,Toys,Europe,0.1509,0.43,64.89,Sep-2024
183,0.15,290.24,23,188,0.12,Toys,Europe,0.0672,1.51,101.47,Feb-2024
180,0.23,179.58,8,56,0.14,Toys,Europe,0.0848,1.01,85.65,Mar-2024
204,0.09,171.86,42,406,0.1,Clothing,North America,0.1312,1.93,253.22,Sep-2024
180,0.3,275.93,29,44,0.66,Toys,Europe,0.015,1.11,16.65,Sep-2024
185,0.28,141.14,21,472,0.04,Books,North America,0.0387,1.46,56.5,Aug-2024
159,0.25,1056.2,25,312,0.08,Clothing,Asia,0.0641,1.88,120.51,Feb-2024
143,0.07,387.18,45,159,0.28,Books,Asia,0.1466,0.6,87.96,Jun-2024
185,0.01,400.76,49,407,0.12,Books,North America,0.1,0.61,61.0,Oct-2024
184,0.17,268.49,39,472,0.08,Toys,Europe,0.1234,1.22,150.55,Jul-2024
165,0.09,10.35,20,307,0.07,Home Appliances,Europe,0.1688,1.64,276.83,Jan-2024
165,0.13,389.19,7,172,0.04,Home Appliances,Europe,0.1861,0.51,94.91,Feb-2024
213,0.06,404.76,32,147,0.22,Toys,North America,0.1782,0.43,76.63,Oct-2024
188,0.08,285.2,0,129,0.0,Electronics,Europe,0.024,0.76,18.24,Feb-2024
218,0.28,710.38,27,84,0.32,Toys,North America,0.1964,1.06,208.18,Dec-2023
158,0.21,491.49,24,229,0.1,Books,Europe,0.1759,1.87,328.93,Jan-2024
207,0.23,1093.67,41,142,0.29,Clothing,North America,0.1845,1.98,365.31,Feb-2024
143,0.06,136.36,40,199,0.2,Books,Asia,0.1796,1.32,237.07,Jul-2024
175,0.2,739.94,0,378,0.0,Electronics,Asia,0.0144,0.53,7.63,Mar-2024
189,0.1,1012.39,16,274,0.06,Books,North America,0.1445,1.99,287.56,Sep-2024
215,0.17,288.92,36,357,0.1,Toys,North America,0.1091,1.63,177.83,Oct-2024
165,0.12,437.96,29,310,0.09,Toys,Asia,0.0824,0.59,48.62,Sep-2024
173,0.02,454.55,35,328,0.11,Clothing,Europe,0.0475,1.05,49.88,May-2024
183,0.2,486.98,12,475,0.03,Toys,Europe,0.0788,1.88,148.14,Jan-2024
145,0.24,278.98,47,61,0.77,Books,Asia,0.0852,0.49,41.75,Jul-2024
161,0.2,404.86,45,171,0.26,Books,Europe,0.1974,1.24,244.78,Apr-2024
167,0.05,872.2,28,336,0.08,Home Appliances,Europe,0.1198,1.42,170.12,Jul-2024
160,0.16,979.32,34,366,0.09,Clothing,Asia,0.0529,0.84,44.44,Dec-2023
210,0.23,344.31,14,325,0.04,Clothing,North America,0.0809,0.87,70.38,Jun-2024
167,0.06,96.16,44,426,0.1,Toys,Asia,0.0821,0.34,27.91,Aug-2024
152,0.13,155.87,41,391,0.1,Home Appliances,Asia,0.065,0.3,19.5,Feb-2024
161,0.29,30.62,48,160,0.3,Books,Europe,0.1044,0.97,101.27,Apr-2024
192,0.17,90.84,39,264,0.15,Electronics,Europe,0.0553,1.5,82.95,Dec-2023
159,0.08,381.03,8,100,0.08,Clothing,Asia,0.1587,1.82,288.83,Dec-2023
185,0.09,1240.18,37,341,0.11,Toys,Europe,0.1758,0.26,45.71,Jun-2024
152,0.26,111.43,21,255,0.08,Home Appliances,Asia,0.08,0.95,76.0,May-2024
167,0.27,106.22,10,447,0.02,Toys,Asia,0.1526,1.98,302.15,Jan-2024
182,0.13,218.86,13,469,0.03,Toys,Europe,0.0417,0.27,11.26,Feb-2024
182,0.16,209.03,12,332,0.04,Toys,Europe,0.0574,1.93,110.78,Jun-2024
200,0.29,1295.72,33,369,0.09,Home Appliances,North America,0.0857,1.75,149.98,Oct-2024
216,0.02,684.37,0,319,0.0,Toys,North America,0.1051,0.83,87.23,Aug-2024
189,0.21,121.75,32,424,0.08,Books,North America,0.0506,1.17,59.2,Dec-2023
210,0.24,1476.35,46,82,0.56,Clothing,North America,0.0981,1.11,108.89,May-2024
208,0.17,470.74,21,214,0.1,Clothing,North America,0.1921,0.62,119.1,Nov-2024
170,0.24,1382.77,28,402,0.07,Home Appliances,Europe,0.1075,0.25,26.88,Aug-2024
154,0.27,513.71,46,295,0.16,Home Appliances,Asia,0.129,0.71,91.59,Aug-2024
161,0.03,722.76,27,482,0.06,Clothing,Asia,0.1623,0.84,136.33,Aug-2024
153,0.28,184.02,37,81,0.46,Home Appliances,Asia,0.0906,0.37,33.52,Jan-2024
210,0.19,1009.98,17,63,0.27,Clothing,North America,0.0285,0.44,12.54,Apr-2024
169,0.15,694.01,31,303,0.1,Home Appliances,Europe,0.1684,0.37,62.31,May-2024
208,0.07,233.02,30,126,0.24,Clothing,North America,0.0657,1.43,93.95,Nov-2024
207,0.13,232.21,23,235,0.1,Clothing,North America,0.0352,1.09,38.37,Nov-2024
161,0.14,505.76,32,363,0.09,Books,Europe,0.173,0.56,96.88,Sep-2024
159,0.22,388.76,2,15,0.13,Clothing,Asia,0.0725,1.88,136.3,Sep-2024
200,0.13,794.35,9,115,0.08,Home Appliances,North America,0.1336,1.35,180.36,Jun-2024
162,0.25,106.8,21,398,0.05,Books,Europe,0.0999,1.65,164.84,Sep-2024
210,0.15,169.29,31,168,0.18,Clothing,North America,0.1046,0.4,41.84,Mar-2024
192,0.29,30.62,40,203,0.2,Books,North America,0.0345,0.68,23.46,Jul-2024
161,0.03,1417.14,0,279,0.0,Books,Europe,0.1833,1.31,240.12,Dec-2023
179,0.29,875.32,31,286,0.11,Clothing,Europe,0.1805,1.19,214.8,Jun-2024
183,0.27,222.18,10,435,0.02,Toys,Europe,0.1996,0.24,47.9,Oct-2024
167,0.0,304.8,25,387,0.06,Home Appliances,Europe,0.077,0.56,43.12,Apr-2024
208,0.14,797.79,39,249,0.16,Clothing,North America,0.1948,0.14,27.27,Feb-2024
200,0.28,806.05,2,116,0.02,Home Appliances,North America,0.157,0.46,72.22,Dec-2024
160,0.25,318.87,31,101,0.31,Clothing,Asia,0.1604,0.67,107.47,Jan-2024
202,0.23,116.79,11,164,0.07,Home Appliances,North America,0.0214,1.98,42.37,Jul-2024
145,0.28,291.46,26,108,0.24,Books,Asia,0.0792,1.69,133.85,Aug-2024
176,0.13,367.33,32,54,0.59,Electronics,Asia,0.1232,0.65,80.08,Dec-2023
197,0.18,70.16,35,400,0.09,Home Appliances,North America,0.1874,0.44,82.46,Feb-2024
145,0.07,419.21,12,243,0.05,Books,Asia,0.1575,1.39,218.92,Jun-2024
202,0.12,689.96,23,344,0.07,Home Appliances,North America,0.1927,0.55,105.99,Jan-2024
227,0.07,441.42,27,304,0.09,Electronics,North America,0.1666,1.78,296.55,Aug-2024
565,0.09,866.01,8,303,0.03,Books,North America,0.1818,0.21,38.18,Nov-2024
148,0.1,155.98,37,267,0.14,Books,Asia,0.0953,0.29,27.64,Nov-2024
177,0.27,433.84,25,432,0.06,Electronics,Asia,0.1131,1.17,132.33,Feb-2024
219,0.15,285.38,8,357,0.02,Toys,North America,0.0917,1.21,110.96,Mar-2024
170,0.21,1113.47,23,475,0.05,Toys,Asia,0.0606,1.82,110.29,Jan-2024
194,0.05,348.95,34,53,0.64,Electronics,Europe,0.1736,1.93,335.05,Jun-2024
187,0.15,785.81,28,440,0.06,Toys,Europe,0.0198,0.65,12.87,Nov-2024
208,0.23,101.37,6,319,0.02,Clothing,North America,0.1974,1.6,315.84,Feb-2024
203,0.22,528.34,49,398,0.12,Home Appliances,North America,0.0963,1.29,124.23,Oct-2024
170,0.06,482.87,31,404,0.08,Home Appliances,Europe,0.0791,1.96,155.04,Mar-2024
172,0.23,199.8,24,263,0.09,Home Appliances,Europe,0.1898,1.83,347.33,Jul-2024
195,0.06,419.62,46,460,0.1,Electronics,Europe,0.0782,1.42,111.04,Jun-2024
177,0.11,233.87,7,328,0.02,Electronics,Asia,0.0835,1.49,124.42,Oct-2024
184,0.1,140.48,45,249,0.18,Toys,Europe,0.1852,1.72,318.54,May-2024
188,0.26,951.82,24,51,0.47,Toys,Europe,0.1739,0.13,22.61,May-2024
196,0.13,372.19,41,447,0.09,Electronics,Europe,0.1716,0.83,142.43,Jul-2024
168,0.0,134.19,29,48,0.6,Home Appliances,Europe,0.1265,1.28,161.92,Apr-2024
161,0.12,367.21,11,424,0.03,Clothing,Asia,0.1298,0.97,125.91,Dec-2023
155,0.1,239.27,42,463,0.09,Home Appliances,Asia,0.0118,2.0,23.6,Aug-2024
155,0.07,71.45,31,344,0.09,Home Appliances,Asia,0.146,1.73,252.58,Jan-2024
185,0.22,157.67,18,87,0.21,Toys,Europe,0.1133,1.77,200.54,Feb-2024
219,0.06,69.52,5,472,0.01,Toys,North America,0.1384,0.73,101.03,Mar-2024
169,0.24,72.4,5,300,0.02,Toys,Asia,0.0434,1.11,48.17,Dec-2024
177,0.0,856.26,37,375,0.1,Electronics,Asia,0.0285,0.66,18.81,Sep-2024
224,0.29,270.54,14,293,0.05,Toys,North America,0.0757,1.0,75.7,Apr-2024
170,0.28,551.78,21,359,0.06,Home Appliances,Europe,0.1072,1.41,151.15,Jan-2024
170,0.03,705.68,38,128,0.3,Toys,Asia,0.194,1.09,211.46,Dec-2024
155,0.11,86.54,12,270,0.04,Home Appliances,Asia,0.0986,0.68,67.05,Dec-2023
161,0.04,267.94,21,101,0.21,Clothing,Asia,0.0945,0.39,36.85,Feb-2024
177,0.07,80.2,34,78,0.44,Electronics,Asia,0.0347,0.43,14.92,Jul-2024
172,0.04,494.02,0,446,0.0,Toys,Asia,0.0903,1.5,135.45,Jun-2024
203,0.23,544.17,20,420,0.05,Home Appliances,North America,0.0256,0.45,11.52,Mar-2024
180,0.1,699.62,4,194,0.02,Electronics,Asia,0.0498,1.62,80.68,Mar-2024
165,0.03,121.44,25,475,0.05,Books,Europe,0.0832,0.42,34.94,Sep-2024
191,0.2,78.77,2,240,0.01,Books,North America,0.0659,0.24,15.82,Mar-2024
161,0.27,43.37,2,194,0.01,Books,Europe,0.0378,1.22,46.12,Aug-2024
171,0.24,636.46,24,224,0.11,Toys,Asia,0.0887,1.81,160.55,Jan-2024
161,0.16,170.95,44,287,0.15,Books,Europe,0.0172,0.3,5.16,Jun-2024
230,0.2,42.82,37,115,0.32,Electronics,North America,0.192,1.73,332.16,Mar-2024
185,0.3,289.04,6,424,0.01,Toys,Europe,0.1114,1.95,217.23,Dec-2023
211,0.25,290.72,24,486,0.05,Clothing,North America,0.0746,0.8,59.68,Oct-2024
222,0.02,1450.74,38,35,1.09,Toys,North America,0.1605,1.25,200.62,Jun-2024
172,0.21,1152.14,12,194,0.06,Toys,Asia,0.0487,1.41,68.67,May-2024
181,0.29,1285.75,23,22,1.05,Clothing,Europe,0.0774,0.29,22.45,Apr-2024
147,0.27,231.57,44,165,0.27,Books,Asia,0.1333,0.47,62.65,Jan-2024
191,0.17,206.12,21,109,0.19,Books,North America,0.0962,0.74,71.19,Aug-2024
224,0.18,1618.52,16,462,0.03,Toys,North America,0.0756,1.38,104.33,Dec-2023
181,0.02,315.8,40,133,0.3,Clothing,Europe,0.0608,1.0,60.8,Mar-2024
230,0.17,556.12,40,293,0.14,Electronics,North America,0.0464,0.44,20.42,Aug-2024
213,0.1,633.39,42,421,0.1,Clothing,North America,0.0852,0.18,15.34,Jul-2024
178,0.02,1165.06,38,219,0.17,Electronics,Asia,0.185,1.09,201.65,May-2024
170,0.12,20.54,37,346,0.11,Toys,Asia,0.185,1.79,331.15,Sep-2024
149,0.14,535.32,35,348,0.1,Books,Asia,0.0285,1.38,39.33,Jul-2024
162,0.15,241.64,7,485,0.01,Clothing,Asia,0.0338,0.65,21.97,Aug-2024
150,0.24,226.54,33,227,0.15,Books,Asia,0.1534,0.55,84.37,Nov-2024
161,0.23,291.82,3,88,0.03,Books,Europe,0.111,1.92,213.12,Dec-2024
162,0.25,141.75,26,66,0.39,Clothing,Asia,0.0423,0.56,23.69,Oct-2024
157,0.01,988.97,3,71,0.04,Home Appliances,Asia,0.149,0.33,49.17,Jun-2024
171,0.24,332.7,13,114,0.11,Toys,Asia,0.0282,0.39,11.0,Dec-2023
194,0.18,369.4,0,463,0.0,Electronics,Europe,0.0191,1.4,26.74,Sep-2024
165,0.03,200.05,35,391,0.09,Clothing,Asia,0.1972,1.89,372.71,Feb-2024
